of the universe	4	0.025569
the universe	9	0.001928
i was	7	0.023502
of your	5	0.021513
help us	4	0.025329
the code	4	0.023814
the brain	3	0.046277
as it	3	0.048613
the	62	0.026911
of	30	0.037075
one	15	0.009332
was	14	0.018121
as	11	0.027339
universe	10	0.001943
will	9	0.027533
had	8	0.010096
must	8	0.008913
brain	6	0.011902
being	5	0.029897
help	5	0.045945
talk	5	0.024759
earth	5	0.042138
code	5	0.014672
attack	4	0.028839
doomed	4	0.027728
brains	3	0.048124
cats	3	0.044290
